,id,premise,hypothesis,lang_abv,language,label
349,f979d320c6,Benchmarked by U.S.,Benchmark in America.,en,English,0
350,826e99eeca,The truth?,Will you tell the truth?,en,English,1
351,027926b796,it sure will well good to talk to,Let's talk again soon.,en,English,1
352,ddc5c5c93c,because like Tech is known to be a good engineering school and A and M maybe is known more for computers,A and M's computer department isn't very well regarded.,en,English,2
353,a0613df78f,The celebrity-obsessed magazine surpasses itself in the post-Oscar issue.,The magazine is not interested in celebrities.,en,English,2
357,95c7cec891,Tommy felt his ascendancy less sure than a moment before.,Tommy was getting less certain about his ascendancy.,en,English,0
360,cbe73b273c,"Whether you drink beer or alcohol or not, a trip to Dublin isn't complete without a visit to some of its pubs don't miss this experience.","If you don't drink, don't bother visiting the pubs in London.",en,English,2
361,d247609690,"But although the 60 Minutes producer is played by the star (Pacino grandstands, but not to the point of distraction), Bergman's story doesn't have the same primal force.",The producer is played by Harrison Ford.,en,English,2
364,f6e41d1022,I never said you were a mandrake-man.,I never once said or implied you were a mandrake.,en,English,0
366,c19680fafc,down here it's been it's everybody's got colds and everything because it's cold one day and hot the next day,The colds are directly related to the temperature change.  ,en,English,0
368,2795b33ec0,i don't know what kind of a summer we're expecting this year i imagine it's going to be hot again,"I work in the weather station, so I know all about the predictions for the weather this summer.",en,English,2
370,12a478c197,"The central section of Tinos has little of interest, but make your way over the hills to the pretty village of Pyrgos, famed for its school of marble carving.",Not very many tourists visit the central section of Tinos.,en,English,1
371,cabe20cde8,"Unless the report is restricted by law or regulation, auditors should ensure that copies be made available for public inspection.",This report is most likely restricted by law or regulation and should not be ensured.,en,English,1
372,741dbae71f,"The next year, he was expelled from Rand as a security risk after local police caught him engaging in a lewd act in a public men's room near Muscle Beach.",They expelled him from Rand because he commited a crime,en,English,0
376,0a88884390,I was to watch for an advertisement in the Times.,I was anticipating an ad for cigars in the newspaper. ,en,English,1
377,49347a3bdc,"Unsurprisingly, golfing is prohibitively expensive.",Golf is a cheap past time so lots of people do it.,en,English,2
380,1bd822f1b6,The final reason for the teen renaissance is boomer self-obsession.,There are 15 key reasons for the teen renaissance we are seeing.,en,English,1
383,2727ca4d90,uh well i figured if i had it done in the garage at the Toyota dealer i would be looking at probably three or four hundred dollars,The cost at the dealer's garage is twice as much as what I paid.,en,English,1
386,78367023e3,"Part 2), Confidentiality of Alcohol and Drug Abuse Patient Records.",Drug and alcohol rehab records are to be kept confidential,en,English,0
387,8ebef1ecc0,"Not quite as large is the Papal Crose commemorating Pope John Paul II's visit in 1979, when more than one million people gathered to celebrate mass.",More than a million people gathered to celebrate mass when Pope John Paul II visited in 1979.,en,English,0
389,05389d7aae,well they're so close to an undefeated undefeated season they can taste it and they wanna make history so i don't think they're gonna lack for motivation,"They're close to winning the season, so they won't have any issues with motivation.",en,English,0
396,e0a29d673a,trying to keep grass alive during a summer on a piece of ground that big was expensive,There was no cost in keeping the grass alive in the summer time.,en,English,2
399,b1d3e0d8fe,They managed to control much of the country for nearly a century before the Muslim leader Saladin (Salah-ad-Din) defeated them in 1187.,"They controlled the entire country, even when Saladin failed to attack them in 1187.",en,English,2
400,b5ce227c28,His grandson Akbar chose Agra for his capital over Delhi.,The choice of Agra over Delhi came down to one having better food than the other does.,en,English,1
401,3328cdd6d6,The information provided in this guide is current as of the date of this publication.,The information in the guide is up-to-date.,en,English,0
402,485d507d11,"If anything, ultimate fighting is safer and less cruel than America's blood sport.",Nothing is a dangerous as ultimate fighting. ,en,English,2
403,ed81affc50,Jon saw him ride into the smoke.,He rode towards Jon and out of the smoke.,en,English,2
404,bc499f98e6,someone else noticed it and i said well i guess that's true and it was somewhat melodio us in other words it wasn't just you know it was really funny,Someone else paid attention to it and it was really funny. ,en,English,0
406,197669f910,"In a six-year study, scientists fed dogs and other animals irradiated chicken and found no evidence of increased cancer or other toxic effects.",Scientists gave animals irradiated chicken and they all lived as long as the rest of them.,en,English,0
408,4009ddeb05,"When Jesus was born in about 4 b.c. , Joseph and Mary escaped Herod's paranoia by fleeing into Egypt with the new-born infant.",Jesus' birth has been dated to around 10 B.C.,en,English,2
410,72d1b5ce6c,"And, could it not result in a decline in Postal Service volumes across--the--board?",Nothing will affect Postal Service volumes across--the--board.,en,English,2
412,27dd4fa0c4, Folklore of Ibiza,War history of Ibiza,en,English,2
413,489ba2482b,Chatterbox queried Trudeau about the Dallas Morning News quote.,Trudeau was queried by Chatterbox about his quote.,en,English,0
415,f8f513200d,There are two challengers to these top dogs.,These top dogs face two tough financial challenges.,en,English,1
417,edbabaa933,"ran toward us rather slowly, like people finishing their run.",They ran slowly because they were tired from working out a lot.,en,English,1
418,c461b2cf3c,i've been getting a kick out of those lately,I guess they just don't like me. ,en,English,2
420,00330cdacf,"You've got the keys still, haven't you, Poirot? I asked, as we reached the door of the locked room. ",I had the keys in my pocket.,en,English,1
